id,name,glottocode,year,map_name_full,sources,note
279,Tundra Enets,tund1254,traditional,TundraEnets_traditional_OGUL,"Dolgix & Fajnberg 1960, Dolgix 1963, Siegl 2013, Florian Siegl (p.c.)",
280,Eastern Mari,east2328,traditional,EasternMari_traditional_OGUL,"Ivanov 1981, Sepeev 1975",
281,Eastern Mari,east2328,traditional,EasternMari_traditional_OGUL,"Ivanov 1981, Sepeev 1975",
282,Eastern Mari,east2328,traditional,EasternMari_traditional_OGUL,"Ivanov 1981, Sepeev 1975",
283,Eastern Mari,east2328,traditional,EasternMari_traditional_OGUL,"Ivanov 1981, Sepeev 1975",
284,Eastern Mari,east2328,traditional,EasternMari_traditional_OGUL,"Ivanov 1981, Sepeev 1975",
285,East Mansi,east2879,traditional,EastMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
286,East Khanty (Surgut Khanty),surg1248,traditional,EastKhanty_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Zsófia Schön (p.c.)",
287,East Khanty (Vakh-Vasyugan Khanty),fare1244,traditional,EastKhanty_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Zsófia Schön (p.c.)",
288,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
289,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
290,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
291,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
292,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
293,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
294,West and South Mansi,sout3253,traditional,WestSouthMansi_traditional_OGUL,"Zsirai 1937, Lytkin et al. 1976, Tamara Merova, Tat'jana Merova, Elena Skribnik & Ulla-Maija Forsberg (p.c.)",
295,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
296,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
297,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
298,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
299,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
300,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
301,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
302,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
303,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
304,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
305,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
306,Karelian (Viena Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
307,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
308,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
309,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
310,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
311,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
312,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
313,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
314,Karelian (South and Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
315,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
316,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
317,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
318,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
319,Karelian (South and Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
320,Karelian (South and Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
321,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
322,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
323,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
324,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
325,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
326,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
327,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
328,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
329,Karelian (Livvi Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
330,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
331,Karelian (South Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",
332,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
333,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
334,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
335,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
336,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
337,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
338,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
339,Karelian (Tver Karelian),kare1335,traditional,Karelian_traditional_OGUL,"Nissilä 1967, Virtaranta 1967, Barancev 1978, Pahomov 2017, Sarhimaa 2017, Palander et al. 2018",Karelian language enclave
